Map_ID,Greedy AI,Time-Expanded Min-Cut,Heuristic Weight AI (I:1 M:1 C:1),Heuristic Weight AI (I:2 M:1 C:1),Heuristic Weight AI (I:1 M:2 C:1),Heuristic Weight AI (I:1 M:1 C:2),Look-2 (P:1 I:1 Place wall:Passive),Look-2 (P:1 I:1 Place wall:Active),Look-2 (P:2 I:1 Place wall:Passive),Look-2 (P:2 I:1 Place wall:Active),Look-2 (P:3 I:1 Place wall:Passive),Look-2 (P:3 I:1 Place wall:Active),Look-2 (P:1 I:2 Place wall:Passive),Look-2 (P:1 I:2 Place wall:Active),Look-2 (P:1 I:3 Place wall:Passive),Look-2 (P:1 I:3 Place wall:Active),Look-3 (P:1 I:1 Place wall:Passive),Look-3 (P:1 I:1 Place wall:Active),Look-3 (P:2 I:1 Place wall:Passive),Look-3 (P:2 I:1 Place wall:Active),Look-3 (P:3 I:1 Place wall:Passive),Look-3 (P:3 I:1 Place wall:Active),Look-3 (P:1 I:2 Place wall:Passive),Look-3 (P:1 I:2 Place wall:Active),Look-3 (P:1 I:3 Place wall:Passive),Look-3 (P:1 I:3 Place wall:Active)
Map_7053,40,149,18,18,18,30,19,19,19,19,19,19,19,19,19,19,19,19,23,19,23,19,19,19,19,19
Map_7054,44,134,31,31,31,36,31,37,31,37,31,37,31,37,31,37,28,44,28,44,28,31,31,44,31,44
Map_7055,23,147,20,20,20,35,20,20,20,20,20,20,20,20,20,20,20,20,18,20,18,20,20,20,20,20
Map_7056,532,233,29,29,29,258,43,54,43,54,43,54,43,54,43,54,44,49,44,49,44,49,44,57,44,57
Map_7057,17,71,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,24,16,24,16,20,16,20,20
Map_7058,17,319,17,17,17,19,19,19,19,19,19,19,19,19,19,19,20,17,20,17,20,17,20,17,20,17
Map_7059,22,384,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_7060,485,300,29,30,29,40,29,29,29,29,29,29,29,30,30,30,29,20,29,20,29,20,29,20,29,20
Map_7061,13,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,11,10,10,10,10,10
Map_7062,39,56,25,22,25,27,18,22,18,22,18,22,18,22,18,22,22,18,24,18,24,18,18,18,18,18
Map_7063,565,302,438,133,460,143,91,255,91,280,91,280,86,255,86,255,48,128,48,128,48,128,48,148,48,269
Map_7064,561,398,100,56,27,220,30,26,30,26,30,26,26,26,26,26,30,26,30,26,30,26,30,26,30,26
Map_7065,15,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_7066,442,128,34,34,42,57,49,49,49,49,49,49,49,49,49,49,31,49,31,49,31,49,31,49,49,49
Map_7067,563,644,93,93,93,450,291,88,291,88,291,88,88,88,88,88,82,88,80,88,80,93,82,88,82,88
Map_7068,91,164,38,46,38,40,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Map_7069,208,313,30,30,30,36,30,30,30,30,30,30,30,30,30,30,30,30,30,27,30,27,30,29,30,29
Map_7070,50,214,29,24,24,21,21,24,21,24,21,24,21,24,21,24,21,21,21,21,21,21,21,21,21,24
Map_7071,227,216,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_7072,44,245,33,28,28,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Map_7073,13,307,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_7074,43,49,24,24,27,23,20,20,20,20,20,20,20,20,20,20,21,20,21,21,21,21,20,20,20,20
Map_7075,6,11,9,6,6,9,6,6,6,6,6,6,6,6,6,6,9,6,9,6,9,6,6,6,6,6
Map_7076,491,351,267,297,354,212,76,161,76,161,76,161,76,161,76,161,47,47,47,47,47,47,71,47,71,47
Map_7077,16,215,52,75,52,61,48,53,48,53,48,53,48,53,48,53,38,16,38,16,38,16,33,16,33,16
Map_7078,30,457,18,18,18,21,17,17,18,17,18,17,17,17,17,17,18,16,18,16,18,16,18,16,18,16
Map_7079,463,428,69,38,85,110,38,38,38,38,38,38,38,38,38,38,38,33,38,33,38,33,38,33,38,33
Map_7080,30,267,26,25,26,26,26,25,26,25,26,25,24,25,24,25,24,24,26,24,26,24,24,25,24,25
Map_7081,18,56,21,21,18,21,21,14,21,14,21,14,21,14,21,14,14,14,14,14,14,14,14,14,14,14
Map_7082,550,351,299,236,324,86,84,172,84,172,84,172,116,334,116,338,81,81,81,81,81,81,81,84,81,84
Map_7083,78,126,36,36,53,35,36,32,36,32,36,32,36,32,36,32,36,25,40,25,40,25,36,25,36,25
Map_7084,25,150,24,24,24,24,24,24,24,24,24,24,24,24,24,24,37,25,68,25,75,25,37,25,37,25
Map_7085,497,245,27,27,27,88,40,27,40,27,40,27,67,27,269,27,81,37,81,37,81,37,54,27,54,27
Map_7086,546,321,30,30,30,36,30,50,30,50,30,50,30,50,30,50,30,29,30,29,30,29,30,29,30,29
Map_7087,331,130,19,18,19,24,23,18,23,18,23,18,23,18,23,18,23,18,23,18,23,18,23,18,23,18
Map_7088,13,97,13,13,13,28,13,13,13,13,13,13,13,13,13,13,27,13,27,13,27,13,13,13,13,13
Map_7089,301,312,33,33,33,28,33,28,33,28,33,28,33,28,33,28,38,28,46,28,46,28,33,28,33,28
Map_7090,36,248,51,40,40,84,77,31,77,31,77,31,100,31,100,31,33,23,33,23,33,23,25,25,25,25
Map_7091,10,21,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_7092,19,159,13,13,13,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_7093,321,164,11,11,11,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_7094,468,250,33,19,36,34,19,19,33,19,33,19,19,19,19,19,54,19,61,19,61,19,19,19,19,19
Map_7095,65,141,26,20,25,26,20,19,20,19,20,19,19,19,19,19,24,19,24,19,24,19,24,19,24,19
Map_7096,21,171,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,15,20,15,20,15,20,15,20,15
Map_7097,596,132,153,105,139,204,32,31,32,31,32,31,32,31,32,31,32,31,32,31,32,31,32,31,32,31
Map_7098,570,306,224,191,220,119,168,191,168,191,168,191,190,190,190,190,114,102,114,102,102,102,102,102,91,133
Map_7099,22,102,24,24,23,24,24,22,24,22,24,22,24,22,24,22,24,22,24,20,24,20,24,22,24,22
Map_7100,10,294,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,26,10,26,10,10,10,10,10
Map_7101,27,205,19,18,19,34,19,18,19,18,19,18,18,18,18,18,19,18,19,18,19,18,19,18,19,18
Map_7102,574,120,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,9,8,9,8,8,8,8,8
Map_7103,328,123,95,95,95,76,75,75,75,75,75,75,75,75,75,75,126,75,126,75,126,75,158,75,158,75
Map_7104,232,350,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,12,12,12,12,12
Map_7105,54,114,63,63,72,93,35,35,35,35,35,35,35,35,35,35,38,35,38,35,38,35,38,35,35,35
Map_7106,126,256,49,49,93,58,12,12,12,12,12,12,12,12,12,12,16,12,16,12,16,12,12,12,12,12
Map_7107,13,67,15,15,20,15,15,15,15,15,15,15,15,15,15,15,15,10,15,10,15,10,15,10,15,10
Map_7108,350,137,28,28,28,21,21,28,21,28,21,28,21,28,21,28,20,20,20,20,20,20,20,28,20,28
Map_7109,501,143,28,28,30,29,26,28,26,28,26,28,28,28,28,28,27,26,27,26,27,26,27,28,26,28
Map_7110,12,29,11,11,15,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_7111,369,69,20,14,15,20,15,14,15,14,15,14,14,14,14,14,15,14,15,14,21,14,15,14,15,14
Map_7112,180,305,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Map_7113,22,179,13,13,13,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_7114,77,126,50,50,50,50,50,54,50,54,50,54,50,54,50,54,67,50,67,50,67,50,67,50,67,50
Map_7115,40,265,30,30,28,33,21,21,21,21,21,21,21,21,21,21,21,20,21,20,21,20,21,20,21,20
Map_7116,599,312,586,586,629,403,324,324,324,324,324,324,449,449,449,449,343,368,283,402,283,402,365,324,322,324
Map_7117,623,355,24,23,24,24,23,23,23,23,23,23,23,23,23,23,28,23,28,23,28,23,28,23,23,23
Map_7118,370,239,23,23,393,23,20,20,20,20,20,20,20,20,20,20,20,16,20,16,20,16,20,20,20,20
Map_7119,9,183,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,9,10,9,10,9,10,9
Map_7120,607,300,66,66,66,196,90,60,90,60,90,60,89,64,89,64,71,38,64,38,50,38,69,38,69,38
Map_7121,64,222,36,20,35,36,34,20,34,20,34,20,20,20,20,20,34,20,34,20,34,20,34,20,34,20
Map_7122,38,304,16,16,16,30,16,16,16,16,16,16,16,16,16,16,20,16,24,16,24,16,16,16,16,16
Map_7123,169,396,31,24,31,55,24,26,24,26,24,26,24,26,24,26,24,24,24,24,24,24,24,26,24,26
Map_7124,593,502,474,469,544,543,63,51,63,51,63,51,63,51,63,51,63,51,73,51,73,51,63,51,63,51
Map_7125,298,132,49,49,148,121,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Map_7126,15,135,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14
Map_7127,8,185,9,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_7128,66,208,51,51,51,73,50,61,50,61,50,61,50,143,50,293,28,30,28,30,28,30,28,42,28,42
Map_7129,37,202,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_7130,30,265,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_7131,499,204,157,520,174,558,103,103,103,103,103,103,103,103,103,103,165,44,165,44,165,44,171,44,103,44
Map_7132,530,320,38,38,38,319,36,36,36,36,36,36,36,36,36,36,105,36,108,36,108,38,38,36,38,36
Map_7133,54,162,26,26,26,53,45,26,45,26,45,26,45,26,45,26,31,26,34,26,34,26,31,26,31,26
Map_7134,46,537,29,29,29,40,31,31,31,31,31,31,31,31,31,31,24,31,24,31,24,31,24,31,24,31
Map_7135,73,69,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_7136,354,261,84,84,84,39,39,84,39,84,39,84,39,84,39,84,34,41,34,41,34,41,34,86,34,86
Map_7137,601,123,110,63,110,82,63,63,63,63,63,63,63,63,63,63,81,62,83,62,83,62,63,62,63,62
Map_7138,537,312,23,22,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Map_7139,503,77,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Map_7140,462,480,25,38,23,25,25,37,25,37,25,37,37,37,37,37,25,23,25,23,25,23,25,32,25,32
Map_7141,185,359,76,75,73,79,36,36,36,36,36,36,36,36,36,36,36,36,42,31,42,31,36,36,36,36
Map_7142,614,467,109,109,109,219,116,302,116,302,116,302,116,441,116,448,105,98,105,98,105,98,168,96,114,96
Map_7143,55,196,50,50,50,50,50,32,50,32,50,32,50,42,50,42,50,32,32,32,32,32,50,32,50,32
Map_7144,508,419,71,71,133,76,71,68,71,68,71,68,71,68,71,68,68,68,68,68,68,68,68,68,68,68
Map_7145,497,112,38,37,28,55,28,28,28,28,28,28,28,28,28,28,28,28,28,22,28,22,28,28,28,28
Map_7146,23,65,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,15,14,14,14,14,14
Map_7147,461,282,92,92,89,269,60,57,60,57,60,57,57,57,57,57,42,38,39,38,39,38,42,67,42,67
Map_7148,72,351,23,20,20,22,20,20,20,20,20,20,20,20,20,20,23,20,23,20,23,20,20,20,20,20
Map_7149,26,91,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_7150,10,245,10,10,10,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_7151,9,260,9,9,9,25,9,9,9,9,9,9,9,9,9,9,13,9,13,9,13,9,9,9,9,9
Map_7152,80,104,16,16,16,34,26,16,26,16,26,16,26,16,26,16,20,16,20,16,20,16,20,16,20,16
Map_7153,32,240,113,29,189,62,48,73,49,73,49,73,73,73,73,73,52,27,52,27,52,27,50,27,48,73
Map_7154,473,341,120,125,120,166,105,105,110,105,110,105,108,108,108,108,134,66,134,66,134,66,124,66,124,66
Map_7155,143,503,55,55,326,78,54,167,54,136,54,136,54,167,65,167,121,79,143,58,129,58,122,136,190,167
Map_7156,88,218,10,10,11,10,11,11,11,11,11,11,11,11,11,11,10,11,10,10,10,10,10,11,10,11
Map_7157,483,250,15,15,20,47,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_7158,590,351,21,20,20,24,20,20,20,20,20,20,20,20,20,20,21,20,23,20,23,20,20,20,20,20
Map_7159,244,319,117,116,279,246,42,42,42,42,42,42,42,42,42,42,48,58,50,58,50,60,48,58,48,58
Map_7160,21,103,18,15,15,21,15,15,15,15,15,15,15,15,15,15,16,15,16,15,16,15,15,15,15,15
Map_7161,436,151,196,386,247,250,31,31,31,31,31,31,31,31,31,31,31,31,33,31,33,31,31,31,31,31
Map_7162,56,135,30,30,27,31,30,14,30,14,30,14,30,14,30,14,27,14,24,14,24,14,30,14,30,14
Map_7163,443,65,34,34,31,34,34,42,34,42,34,42,42,42,42,42,34,20,34,20,34,20,34,20,34,20
Map_7164,411,293,135,135,418,139,85,85,85,85,85,85,84,85,84,85,82,75,118,75,118,75,82,75,82,75
Map_7165,12,85,12,12,12,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_7166,627,448,261,266,448,353,240,239,361,239,361,239,239,239,239,239,138,138,125,138,125,138,133,138,133,138
Map_7167,18,24,14,14,14,18,14,14,14,14,14,14,14,14,14,14,15,14,15,14,15,14,14,14,14,14
Map_7168,70,295,95,23,62,76,24,23,24,23,24,23,23,23,23,23,42,16,42,16,42,16,24,16,24,16
Map_7169,9,49,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,9,12,9,12,9,9,9,9,9
Map_7170,649,542,124,124,124,98,59,118,59,118,59,118,64,118,64,118,74,107,72,81,72,81,74,107,74,118
Map_7171,588,216,17,17,17,20,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_7172,27,110,21,21,21,22,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_7173,6,110,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_7174,8,22,8,8,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_7175,620,114,323,395,323,252,43,43,43,43,43,43,42,42,42,42,47,43,47,43,47,43,43,43,43,43
Map_7176,581,97,70,61,67,58,49,36,49,36,49,36,57,36,57,36,40,34,41,34,41,34,36,34,36,34
Map_7177,572,316,36,36,36,34,39,36,39,36,39,36,36,36,36,36,39,32,39,32,43,32,39,36,39,36
Map_7178,83,189,46,39,39,43,39,39,39,39,39,39,39,39,39,39,44,25,44,25,44,25,41,39,41,39
Map_7179,268,124,23,23,23,24,19,19,19,19,19,19,19,19,19,19,19,17,21,17,21,17,19,17,19,17
Map_7180,174,422,202,56,202,145,57,56,57,56,57,56,55,56,56,56,57,55,57,55,57,55,57,56,57,56
Map_7181,118,183,35,35,35,41,41,35,41,35,41,35,35,35,35,35,35,35,35,35,35,35,37,35,37,35
Map_7182,494,430,41,41,41,38,20,20,20,20,20,20,20,20,20,20,30,20,32,20,32,20,30,20,30,20
Map_7183,52,123,16,16,16,23,27,16,27,16,27,16,27,16,27,16,27,16,22,16,22,16,27,16,27,16
Map_7184,607,308,48,48,48,102,39,39,39,39,39,39,39,39,39,39,45,38,45,38,45,38,38,38,38,38
Map_7185,91,182,38,35,38,68,35,35,35,35,35,35,35,35,35,35,30,28,34,28,34,28,30,28,30,28
Map_7186,548,358,135,84,128,454,41,41,41,41,41,41,41,41,41,41,35,35,35,35,35,35,35,35,35,35
Map_7187,69,332,286,308,286,58,508,477,508,477,508,477,397,525,447,525,43,25,38,25,38,25,49,25,49,25
Map_7188,552,167,28,27,28,29,27,27,27,27,27,27,27,27,27,27,27,27,33,27,33,27,27,27,27,27
Map_7189,589,223,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_7190,285,251,20,20,20,20,20,20,20,20,20,20,20,20,20,20,33,20,36,20,36,20,32,20,32,20
Map_7191,600,247,100,100,100,136,86,53,86,53,86,53,86,53,86,53,66,53,66,53,66,53,70,53,70,53
Map_7192,7,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_7193,608,79,15,15,28,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_7194,7,43,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_7195,64,91,28,29,28,28,25,28,25,28,25,28,25,29,25,29,25,25,29,25,29,25,25,25,25,25
Map_7196,508,217,44,44,326,45,42,42,42,42,42,42,42,42,42,42,45,42,45,43,45,43,42,42,42,42
Map_7197,24,384,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_7198,439,296,239,246,239,230,202,82,202,82,202,82,286,82,286,82,92,41,87,41,87,41,91,41,118,82
Map_7199,54,77,38,32,38,38,33,30,33,30,33,30,32,30,32,30,34,25,34,25,34,25,34,30,34,30
Map_7200,5,31,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_7201,66,171,52,49,49,42,35,49,35,49,35,49,35,49,35,49,35,49,56,45,56,45,35,49,35,49
Map_7202,600,324,139,139,137,438,39,51,39,51,39,51,39,51,39,51,39,39,39,39,39,39,39,39,39,39
Map_7203,25,441,29,28,42,29,25,25,25,25,25,25,25,25,25,25,19,19,19,19,19,19,25,25,25,25
Map_7204,17,336,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_7205,543,166,46,46,66,45,46,46,46,46,46,46,46,46,46,46,45,46,45,45,45,45,45,46,46,46
Map_7206,117,303,161,165,161,103,84,116,84,116,84,116,84,113,84,113,47,47,47,47,47,47,47,47,47,47
Map_7207,532,98,50,50,70,63,56,54,56,54,56,54,56,54,56,54,56,56,51,56,51,56,56,56,56,56
Map_7208,643,437,21,17,17,110,17,17,17,17,17,17,17,17,17,17,17,17,21,17,21,17,17,17,17,17
Map_7209,18,98,16,16,16,45,16,16,16,16,16,16,16,16,16,16,21,16,21,16,21,16,21,16,21,16
Map_7210,422,206,178,166,362,382,244,168,244,168,244,168,179,179,179,179,163,196,167,137,167,137,167,159,161,159
Map_7211,12,298,16,16,16,27,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_7212,348,213,39,39,39,26,22,22,22,22,22,22,22,22,22,22,27,22,27,22,27,22,25,22,25,22
Map_7213,70,520,23,23,22,23,23,23,23,23,23,23,23,23,23,23,22,17,22,17,23,17,23,17,23,17
Map_7214,595,279,54,58,54,69,47,54,47,54,47,54,58,58,58,58,47,47,47,47,47,47,47,47,47,47
Map_7215,10,19,11,11,11,17,10,10,10,10,10,10,10,10,10,10,10,10,13,10,13,10,10,10,10,10
Map_7216,534,224,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,26,23,26,23,23,23,23
Map_7217,616,368,54,54,54,54,55,56,57,56,57,56,56,56,56,56,55,55,55,55,55,55,55,55,55,56
Map_7218,366,291,51,51,62,62,51,65,51,65,51,65,51,65,51,65,43,56,43,56,43,56,43,56,51,56
Map_7219,30,138,25,25,24,28,25,25,25,25,25,25,25,25,25,25,25,21,25,21,25,21,25,21,25,21
Map_7220,463,215,376,372,387,333,72,72,72,72,72,72,85,85,85,85,72,56,73,56,73,56,72,56,72,56
Map_7221,8,30,8,8,7,27,8,8,8,8,8,8,8,8,8,8,13,7,12,7,12,7,13,7,13,7
Map_7222,23,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_7223,131,167,47,39,47,60,47,45,47,45,47,45,47,45,47,45,32,32,32,32,32,32,32,32,32,32
Map_7224,36,293,14,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_7225,25,302,20,20,20,27,19,20,19,20,19,20,19,20,19,20,19,19,19,19,19,19,19,20,19,20
Map_7226,4,107,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,7,4,7,4,4,4,4,4
Map_7227,22,27,19,19,19,19,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_7228,110,126,90,90,91,102,80,38,80,38,80,38,57,57,57,57,40,54,40,54,40,54,40,54,40,38
Map_7229,243,323,30,30,30,110,30,30,30,30,30,30,30,30,30,30,30,30,29,30,29,30,30,30,30,30
Map_7230,148,229,30,30,32,26,26,22,26,22,26,22,26,22,26,22,26,22,26,22,26,22,26,22,26,22
Map_7231,561,641,188,188,199,260,69,68,69,68,69,68,67,62,73,62,38,68,38,68,38,68,68,68,68,68
Map_7232,604,312,48,48,124,84,46,46,46,46,46,46,46,46,46,46,50,44,50,44,50,44,50,44,113,44
Map_7233,629,472,310,547,310,372,80,87,80,87,80,87,80,87,80,87,81,96,81,93,81,93,81,96,81,96
Map_7234,280,391,36,36,36,34,31,31,31,31,31,31,31,31,31,31,32,31,32,31,32,31,32,31,32,31
Map_7235,14,272,14,14,14,18,14,14,14,14,14,14,14,14,14,14,15,14,15,14,15,14,14,14,14,14
Map_7236,6,64,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8,6,6,6,6,6
Map_7237,10,186,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,12,9,10,9,10,9
Map_7238,13,93,12,12,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,12,12,12,12,12,12,12
Map_7239,450,404,21,21,21,48,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_7240,484,194,74,56,32,57,30,30,30,30,30,30,30,36,30,36,31,27,31,27,31,27,30,30,30,30
Map_7241,19,48,23,23,23,25,23,23,23,23,23,23,23,23,23,23,17,17,17,17,17,17,17,17,17,17
Map_7242,38,409,55,35,224,69,21,21,21,21,21,21,21,21,35,35,21,21,25,21,25,21,21,21,21,21
Map_7243,21,231,19,19,19,19,19,17,19,17,19,17,19,17,17,17,19,17,19,17,19,17,19,17,19,17
Map_7244,15,120,14,14,14,34,17,14,17,14,17,14,16,14,16,14,17,14,17,14,17,14,17,14,17,14
Map_7245,554,467,61,61,311,64,63,67,63,67,63,67,63,67,63,67,61,59,64,59,64,59,61,59,61,59
Map_7246,591,182,103,103,103,356,81,81,81,81,81,81,81,81,81,81,67,62,68,66,68,66,67,62,67,62
Map_7247,412,213,45,45,39,79,45,44,45,44,45,44,44,44,44,44,51,43,39,43,39,43,51,43,43,43
Map_7248,601,316,40,40,40,111,40,32,40,32,40,32,40,32,92,32,32,32,34,32,34,32,40,32,40,32
Map_7249,14,336,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_7250,646,351,45,31,31,47,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Map_7251,12,202,13,12,13,13,12,12,13,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_7252,305,145,38,35,38,31,25,25,25,25,25,25,25,25,25,25,22,25,22,22,22,22,22,25,22,25
Map_7253,32,58,13,13,13,28,16,16,16,16,16,16,16,16,16,16,16,13,16,13,16,13,16,13,13,13
Map_7254,469,502,313,482,475,230,38,37,38,37,38,37,38,38,38,38,31,31,31,31,31,31,31,31,31,31
Map_7255,52,245,24,23,28,35,24,30,24,30,24,30,23,23,23,23,24,28,24,28,24,28,24,30,24,30
Map_7256,12,378,13,13,13,13,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12
Map_7257,7,91,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_7258,224,175,35,35,35,35,35,27,35,27,35,27,35,27,35,27,33,24,40,24,40,24,32,26,32,26
Map_7259,578,542,47,47,56,91,39,47,39,47,39,47,35,47,35,47,37,35,37,35,37,35,36,33,36,33
Map_7260,28,52,19,19,19,23,19,19,19,19,19,19,19,19,19,19,21,19,21,19,21,19,19,19,19,19
Map_7261,62,238,18,13,18,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_7262,409,177,93,213,298,313,89,93,89,93,89,93,217,177,217,177,71,71,71,71,71,71,71,71,71,77
Map_7263,629,416,45,45,45,120,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
Map_7264,8,75,8,8,8,10,9,8,9,8,9,8,8,8,8,8,9,8,9,8,9,8,9,8,9,8
Map_7265,26,76,21,21,21,21,20,21,20,21,20,21,19,21,19,21,22,19,22,19,22,19,21,19,21,21
Map_7266,49,338,23,23,23,20,24,19,24,19,24,19,21,19,21,19,17,17,17,17,17,17,17,17,17,17
Map_7267,17,96,17,17,17,21,17,17,17,17,17,17,17,17,17,17,21,15,21,15,21,15,17,15,17,15
Map_7268,11,158,11,11,11,17,11,11,11,11,11,11,11,11,11,11,17,11,25,11,25,11,11,11,11,11
Map_7269,5,8,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_7270,64,338,33,33,33,59,33,34,33,34,33,34,33,34,33,34,33,33,33,24,33,24,33,33,33,33
Map_7271,9,274,33,33,16,33,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_7272,39,190,23,18,18,174,18,20,18,20,18,20,18,20,18,20,18,18,18,18,18,18,18,19,18,19
Map_7273,8,83,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_7274,299,101,25,25,25,44,30,22,30,22,30,22,29,22,29,22,18,18,18,18,20,18,18,18,18,18
Map_7275,613,162,37,37,66,127,61,61,61,61,61,61,61,61,91,92,44,39,45,39,45,39,39,39,39,39
Map_7276,17,31,16,16,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_7277,610,206,278,278,278,301,193,259,193,259,193,259,260,259,260,259,36,36,36,36,36,36,36,48,36,48
Map_7278,480,135,95,100,82,179,73,73,73,73,73,73,73,73,73,73,61,55,61,55,61,55,73,73,73,73
Map_7279,15,162,38,41,38,14,12,12,12,12,12,12,12,12,12,12,14,12,14,12,14,12,12,12,12,12
Map_7280,47,451,45,45,45,44,43,44,43,44,43,44,45,45,45,45,43,14,43,14,43,14,43,14,43,14
Map_7281,8,33,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,8,13,8,8,8,8,8
Map_7282,37,290,77,63,102,48,36,39,36,54,36,54,36,39,36,39,37,36,37,36,37,36,37,54,37,54
Map_7283,392,155,49,48,49,63,44,60,44,60,44,60,122,122,137,139,43,44,41,44,41,44,43,44,43,60
