Map_ID,Greedy AI,Time-Expanded Min-Cut,Heuristic Weight AI (I:1 M:1 C:1),Heuristic Weight AI (I:2 M:1 C:1),Heuristic Weight AI (I:1 M:2 C:1),Heuristic Weight AI (I:1 M:1 C:2),Look-2 (P:1 I:1 Place wall:Passive),Look-2 (P:1 I:1 Place wall:Active),Look-2 (P:2 I:1 Place wall:Passive),Look-2 (P:2 I:1 Place wall:Active),Look-2 (P:3 I:1 Place wall:Passive),Look-2 (P:3 I:1 Place wall:Active),Look-2 (P:1 I:2 Place wall:Passive),Look-2 (P:1 I:2 Place wall:Active),Look-2 (P:1 I:3 Place wall:Passive),Look-2 (P:1 I:3 Place wall:Active),Look-3 (P:1 I:1 Place wall:Passive),Look-3 (P:1 I:1 Place wall:Active),Look-3 (P:2 I:1 Place wall:Passive),Look-3 (P:2 I:1 Place wall:Active),Look-3 (P:3 I:1 Place wall:Passive),Look-3 (P:3 I:1 Place wall:Active),Look-3 (P:1 I:2 Place wall:Passive),Look-3 (P:1 I:2 Place wall:Active),Look-3 (P:1 I:3 Place wall:Passive),Look-3 (P:1 I:3 Place wall:Active)
Map_2202,519,112,112,112,112,94,113,23,113,23,113,23,125,23,125,23,23,23,23,23,23,23,23,23,23,23
Map_2203,12,237,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_2204,33,163,19,18,19,24,19,25,19,25,19,25,18,25,18,25,20,18,20,18,20,18,18,18,19,18
Map_2205,57,180,40,40,40,43,41,41,41,41,41,41,41,41,41,41,38,36,38,36,38,36,38,36,38,36
Map_2206,607,439,70,70,70,161,41,41,41,41,41,41,41,41,41,41,41,41,46,41,46,41,41,41,41,41
Map_2207,412,216,82,75,63,77,63,63,63,63,63,63,63,63,63,63,29,29,29,29,29,29,29,29,29,29
Map_2208,504,166,142,170,142,317,60,170,60,170,60,170,60,88,60,88,42,59,42,59,42,59,47,59,47,59
Map_2209,7,87,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_2210,574,250,23,23,26,23,18,15,18,15,18,15,18,15,18,15,18,15,18,15,18,15,18,15,18,15
Map_2211,111,163,40,39,102,17,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,15,15
Map_2212,28,194,24,23,20,27,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Map_2213,600,324,98,98,132,78,78,162,78,162,78,162,72,168,71,181,47,53,47,53,47,52,47,160,47,162
Map_2214,161,294,9,9,9,9,11,9,11,9,11,9,11,9,11,9,11,9,11,9,11,9,11,9,11,9
Map_2215,9,50,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_2216,243,477,76,76,76,81,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Map_2217,534,444,147,147,147,472,314,372,314,372,314,372,217,220,217,221,47,76,47,39,47,39,72,76,72,76
Map_2218,578,450,95,95,127,95,93,72,93,72,93,72,92,71,92,71,107,107,107,107,107,107,107,106,107,106
Map_2219,21,23,16,12,12,16,13,13,13,13,13,13,13,13,13,13,12,10,12,10,12,10,10,10,10,10
Map_2220,99,396,79,62,150,97,70,58,70,58,70,58,58,58,58,58,67,58,67,54,67,54,47,58,47,58
Map_2221,56,81,24,24,24,60,28,24,28,24,28,24,28,24,28,24,24,24,24,24,24,24,24,24,24,24
Map_2222,12,40,12,12,12,14,12,12,12,12,12,12,12,12,12,12,12,12,17,12,17,12,12,12,12,12
Map_2223,524,440,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Map_2224,11,353,9,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_2225,69,256,25,25,25,27,25,25,25,25,25,25,25,25,25,25,32,26,32,26,32,26,32,25,32,25
Map_2226,604,216,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,16,18,16,18,16,16,16,16,16
Map_2227,42,126,22,22,22,22,19,22,19,22,19,22,19,22,19,22,19,22,19,22,19,22,19,22,19,22
Map_2228,16,99,18,18,18,18,18,17,18,17,18,17,22,19,22,19,16,16,16,16,16,16,16,16,16,16
Map_2229,602,319,51,51,61,86,51,18,51,18,51,18,51,18,51,18,55,18,56,18,56,18,49,18,49,18
Map_2230,528,186,41,31,46,321,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Map_2231,510,324,23,23,23,67,123,23,123,23,123,23,23,23,23,23,111,23,57,23,57,23,60,23,60,23
Map_2232,146,255,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Map_2233,588,172,23,23,16,75,23,23,16,16,16,16,23,23,23,23,21,16,21,16,21,16,21,16,21,16
Map_2234,161,374,27,25,27,28,22,22,22,22,22,22,22,22,22,22,28,22,30,22,30,22,22,22,22,22
Map_2235,535,98,169,418,473,311,344,339,344,339,344,339,455,458,455,458,113,204,113,199,113,188,100,204,100,147
Map_2236,615,329,100,100,116,100,109,222,109,222,109,222,109,222,109,222,108,80,108,80,108,80,92,97,92,97
Map_2237,555,151,35,35,35,38,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Map_2238,36,107,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_2239,16,147,16,16,17,16,16,16,16,16,16,16,16,16,16,16,17,16,17,16,17,16,16,16,16,16
Map_2240,557,339,127,106,127,77,97,54,97,54,97,54,142,57,142,57,117,54,114,54,114,54,122,54,151,54
Map_2241,568,468,30,32,30,43,32,30,32,30,32,30,32,32,32,32,18,18,18,18,18,18,18,28,18,28
Map_2242,605,57,33,33,33,28,26,35,26,35,26,35,26,35,26,35,26,35,26,17,26,17,26,35,26,35
Map_2243,99,292,40,40,40,45,30,30,30,30,30,30,30,30,30,30,30,35,30,35,30,35,30,30,30,30
Map_2244,12,73,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_2245,10,33,12,12,12,20,13,13,13,13,13,13,13,13,13,13,13,10,11,10,11,10,13,10,13,10
Map_2246,10,314,10,10,10,14,9,10,9,10,9,10,9,10,9,10,11,9,11,9,11,9,9,9,9,9
Map_2247,559,535,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,69,33,69,33,33,33,33,33
Map_2248,502,367,22,22,22,23,22,13,22,13,22,13,22,22,22,22,16,10,16,10,16,10,16,10,22,10
Map_2249,479,389,35,35,35,35,35,35,35,35,35,35,35,35,35,35,31,25,31,25,31,25,31,25,25,25
Map_2250,514,227,15,15,15,95,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_2251,554,474,43,43,43,205,43,43,43,43,43,43,43,43,43,43,38,43,38,43,38,43,44,43,43,43
Map_2252,11,487,14,14,14,17,29,11,29,11,29,11,29,11,29,11,12,11,12,11,12,11,12,11,12,11
Map_2253,533,198,97,97,49,50,45,45,45,45,45,45,45,45,45,45,51,49,66,34,66,34,51,49,51,49
Map_2254,606,612,37,37,384,66,46,112,46,112,46,112,45,112,45,112,45,31,45,31,45,31,45,31,45,31
Map_2255,175,221,39,54,65,39,25,54,25,54,25,54,54,54,54,54,20,45,20,19,20,19,20,45,25,45
Map_2256,631,281,29,427,31,34,79,79,79,79,79,79,79,79,112,105,28,33,39,27,39,27,28,79,28,79
Map_2257,588,128,22,22,22,41,22,20,22,20,22,20,22,20,22,20,33,20,20,20,20,20,33,20,33,20
Map_2258,625,379,177,172,575,185,160,182,157,157,157,157,325,258,325,487,108,108,107,107,107,107,108,108,108,127
Map_2259,16,85,16,16,16,23,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15
Map_2260,63,223,270,243,270,44,74,48,74,48,74,48,74,48,74,48,34,44,34,44,34,44,44,44,74,44
Map_2261,175,168,61,67,61,67,47,45,47,45,47,45,47,45,47,45,56,45,52,45,52,45,52,52,52,52
Map_2262,5,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_2263,576,193,95,118,95,84,71,106,71,106,71,106,71,114,71,114,74,78,91,67,91,67,74,78,71,78
Map_2264,133,205,106,106,106,61,34,34,34,34,34,34,34,34,34,34,30,28,30,28,30,28,28,28,28,28
Map_2265,588,175,111,111,111,82,78,192,78,192,78,192,77,130,77,229,52,37,57,37,65,37,52,37,52,37
Map_2266,84,184,34,34,34,36,34,34,34,34,34,34,34,34,34,34,34,29,34,29,34,29,34,29,34,29
Map_2267,103,457,40,40,40,81,40,35,40,35,40,35,40,35,40,38,31,35,31,35,31,35,31,35,31,35
Map_2268,499,163,28,28,28,28,27,27,27,27,27,27,27,27,27,27,28,29,28,29,28,29,27,30,27,30
Map_2269,137,324,14,14,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_2270,17,31,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_2271,35,161,36,36,84,68,20,20,20,20,20,20,20,20,20,20,22,20,22,20,22,20,22,20,22,20
Map_2272,614,151,286,285,334,457,304,327,304,327,304,327,283,304,283,306,147,107,147,107,147,109,230,100,101,100
Map_2273,30,156,28,28,28,91,26,26,26,26,26,26,26,26,26,26,26,17,26,17,26,17,26,17,26,17
Map_2274,57,397,36,35,36,34,31,39,31,39,31,39,39,39,39,39,25,29,25,22,25,22,24,35,24,35
Map_2275,422,450,144,57,148,132,39,40,39,40,39,40,59,59,59,59,76,40,76,40,76,40,75,40,75,40
Map_2276,101,67,24,24,24,27,24,24,24,24,24,24,24,24,24,24,26,24,23,24,23,24,26,24,26,24
Map_2277,568,259,28,28,83,73,79,75,79,75,79,75,79,75,79,75,76,28,76,28,76,28,56,28,56,28
Map_2278,5,9,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_2279,303,372,26,25,26,28,25,25,25,25,25,25,25,25,25,25,23,25,28,23,28,23,23,25,23,25
Map_2280,546,205,73,73,73,82,58,50,57,50,57,50,58,57,58,57,86,48,86,48,86,48,85,48,85,48
Map_2281,29,542,31,47,31,37,35,30,35,30,35,30,30,30,30,30,35,35,36,41,36,41,35,30,35,30
Map_2282,94,336,17,17,17,18,17,16,17,16,17,16,17,16,17,16,16,16,17,16,17,16,16,16,16,16
Map_2283,522,631,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_2284,12,32,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_2285,18,200,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_2286,160,31,23,23,23,19,17,16,17,16,17,16,17,16,17,16,18,16,18,16,18,16,17,16,17,16
Map_2287,19,26,20,20,20,23,16,19,16,19,16,19,16,19,16,19,15,15,15,15,15,15,15,15,15,19
Map_2288,529,429,39,28,39,29,28,27,28,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Map_2289,22,46,19,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_2290,614,329,111,111,113,331,114,49,114,49,114,49,111,49,113,49,69,49,69,49,69,49,67,49,221,49
Map_2291,584,120,46,39,53,47,39,39,39,39,39,39,39,39,39,39,41,39,45,39,45,39,40,39,40,39
Map_2292,27,301,20,13,20,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_2293,563,223,52,32,117,54,32,37,32,37,32,37,32,37,32,37,32,30,32,30,32,30,32,30,32,30
Map_2294,401,168,35,35,35,378,35,35,41,35,41,35,35,35,35,35,97,35,120,35,77,35,97,35,97,35
Map_2295,10,67,16,10,16,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_2296,149,140,51,51,51,60,51,51,51,51,51,51,51,51,51,51,56,43,56,43,56,43,56,43,56,43
Map_2297,635,387,281,384,292,278,197,113,197,113,197,113,157,113,157,113,183,113,185,113,185,113,197,113,197,113
Map_2298,14,288,36,36,14,43,36,14,36,14,36,14,36,14,36,14,42,14,43,14,43,14,32,14,32,14
Map_2299,177,329,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Map_2300,7,226,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,8,7,7,7,7,7
Map_2301,81,219,21,21,27,45,21,26,21,26,21,26,21,26,21,26,15,15,15,15,15,15,15,15,15,15
Map_2302,390,91,23,23,23,27,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19
Map_2303,15,45,17,17,17,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_2304,476,111,20,19,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Map_2305,472,383,21,20,19,21,20,20,20,20,20,20,20,20,20,20,15,16,17,16,17,16,20,19,20,19
Map_2306,14,33,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_2307,16,41,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,23,16,23,16,16,16,16,16
Map_2308,17,67,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_2309,571,204,18,18,18,35,18,18,18,18,18,18,18,18,18,18,21,18,21,18,21,18,21,18,21,18
Map_2310,551,249,23,23,23,27,23,23,23,23,23,23,23,23,23,23,25,23,25,24,25,24,23,23,23,23
Map_2311,526,162,55,55,55,56,24,35,24,35,24,35,24,35,24,35,24,35,25,29,25,29,24,35,24,35
Map_2312,16,96,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_2313,27,163,24,24,24,25,25,20,25,20,25,20,25,20,25,20,22,20,22,20,22,20,25,20,25,20
Map_2314,247,158,315,315,322,392,157,257,157,257,157,257,239,228,239,228,210,123,213,66,213,66,159,99,157,131
Map_2315,13,379,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,11,11,11,11,11
Map_2316,51,234,21,21,19,21,18,16,18,16,18,16,18,16,18,16,18,16,18,16,18,16,18,16,18,16
Map_2317,25,283,29,29,29,29,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Map_2318,559,367,43,43,36,147,66,31,66,31,66,31,62,31,62,31,61,31,61,31,61,31,61,31,61,31
Map_2319,25,480,25,25,26,42,25,26,26,26,26,26,23,23,23,23,24,23,23,24,23,24,24,23,24,23
Map_2320,14,168,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_2321,22,76,17,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_2322,35,136,24,17,27,28,24,17,24,17,24,17,17,17,17,17,19,16,22,16,22,16,19,16,19,16
Map_2323,14,301,14,14,14,19,14,13,14,13,14,13,14,13,13,13,14,13,14,13,15,13,14,13,14,13
Map_2324,89,190,28,36,28,29,29,35,29,35,29,35,29,35,29,35,28,25,28,25,28,25,25,25,25,25
Map_2325,597,217,69,66,69,79,33,33,33,33,33,33,33,33,33,33,52,33,52,33,52,33,52,33,52,33
Map_2326,10,197,10,10,10,12,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12,10
Map_2327,6,308,7,7,7,11,7,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_2328,49,113,25,25,26,50,29,31,29,31,29,31,29,31,29,31,29,31,29,31,29,31,29,31,29,31
Map_2329,535,227,30,30,30,39,30,30,30,30,30,30,30,30,30,30,30,30,118,30,118,30,30,30,30,30
Map_2330,592,461,42,37,37,77,37,37,37,37,37,37,37,37,37,37,37,37,36,21,36,21,37,37,37,37
Map_2331,520,175,27,27,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,21,19,19,19,19,19
Map_2332,615,403,215,202,187,254,107,177,107,177,107,177,106,199,106,199,106,103,104,103,104,103,148,103,147,103
Map_2333,328,54,38,37,205,37,35,35,35,35,35,35,35,35,35,35,31,35,31,35,33,35,35,35,35,35
Map_2334,143,172,51,89,46,64,40,40,40,40,40,40,40,43,43,43,37,31,48,31,48,31,52,40,53,40
Map_2335,35,260,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,12,13,12,13,12,13,12
Map_2336,111,276,46,46,56,46,46,45,46,45,46,45,46,45,45,45,46,45,46,49,46,49,46,45,46,45
Map_2337,80,136,96,101,118,79,58,55,58,55,58,55,58,55,58,55,44,47,47,47,47,47,44,104,44,104
Map_2338,221,241,115,133,111,132,139,152,139,152,139,152,84,84,84,84,94,91,94,133,94,133,94,91,96,91
Map_2339,10,26,11,10,11,14,12,10,12,10,12,10,12,10,12,10,14,10,14,10,14,10,12,10,12,10
Map_2340,40,85,27,18,27,29,18,27,18,27,18,27,18,27,18,27,28,14,28,14,28,14,18,14,18,14
Map_2341,58,138,22,22,22,26,24,22,24,22,24,22,24,22,24,22,20,22,20,25,20,25,20,22,20,22
Map_2342,21,76,24,24,24,35,19,21,19,21,19,21,21,21,21,21,19,19,19,19,19,19,19,21,19,21
Map_2343,272,468,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,27,28,27,28,27,27,27,27,27
Map_2344,29,55,32,26,16,94,16,16,16,16,16,16,16,16,16,16,17,16,17,16,17,16,16,16,16,16
Map_2345,582,365,110,106,110,154,46,46,46,46,46,46,46,46,46,46,99,31,99,31,108,31,97,31,113,31
Map_2346,60,191,19,19,19,49,19,19,19,19,19,19,19,19,19,19,23,19,23,19,23,19,23,19,23,19
Map_2347,10,68,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_2348,348,82,13,13,13,13,13,13,13,13,13,13,13,13,13,13,19,13,19,13,19,13,13,13,13,13
Map_2349,44,238,36,36,36,41,101,36,101,36,101,36,83,36,83,36,37,37,37,37,37,37,37,37,37,37
Map_2350,499,485,132,271,372,189,108,48,108,48,108,48,199,48,199,48,49,35,49,35,49,35,49,35,49,35
Map_2351,35,466,28,28,28,38,22,22,22,22,22,22,22,22,22,22,22,22,25,22,25,22,22,22,22,22
Map_2352,500,206,72,72,72,172,66,66,66,66,66,66,66,66,66,66,95,59,95,59,95,59,66,61,66,61
Map_2353,34,201,17,17,17,17,17,17,17,17,17,17,17,17,17,17,28,17,28,17,28,17,28,17,28,17
Map_2354,32,260,13,13,11,13,13,13,13,13,13,13,13,13,13,13,13,11,13,11,13,11,13,11,13,11
Map_2355,118,344,71,71,55,63,114,114,114,114,114,114,114,114,114,114,46,43,45,52,45,52,46,121,48,121
Map_2356,24,186,15,14,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_2357,280,25,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_2358,505,145,101,100,32,25,25,29,25,29,25,29,25,29,25,29,25,27,27,27,27,27,25,27,25,27
Map_2359,578,410,86,86,86,248,91,93,91,93,91,93,91,93,91,96,100,48,100,48,82,48,92,48,91,48
Map_2360,353,83,94,90,93,53,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Map_2361,578,358,248,238,518,275,233,55,269,55,269,55,231,55,243,55,137,54,113,54,113,54,212,54,212,54
Map_2362,19,26,16,18,16,16,16,18,16,18,16,18,18,18,21,18,16,16,16,16,16,16,16,18,16,18
Map_2363,7,144,7,7,7,28,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_2364,579,109,18,18,18,16,18,18,18,18,18,18,18,22,22,22,19,18,19,16,19,16,19,18,19,18
Map_2365,335,348,38,38,38,42,40,28,40,28,40,28,40,28,40,28,38,28,40,39,40,39,38,28,38,28
Map_2366,558,355,53,51,53,140,51,51,51,51,51,51,51,51,51,51,67,70,101,70,101,70,51,88,51,123
Map_2367,98,265,32,32,74,58,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
Map_2368,109,114,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_2369,248,186,100,95,105,221,375,142,375,142,375,142,195,223,203,223,80,99,80,74,80,74,80,99,223,131
Map_2370,18,31,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,15,16,15,16,15,16,15
Map_2371,177,149,27,27,27,27,22,22,22,22,22,22,22,22,22,22,22,20,22,20,22,20,22,20,22,20
Map_2372,593,273,412,452,411,87,68,68,68,68,68,68,68,68,68,68,44,38,44,38,44,38,44,38,44,38
Map_2373,27,230,21,21,21,21,19,21,19,21,19,21,19,24,19,24,19,19,19,19,19,19,19,19,19,21
Map_2374,489,164,50,48,50,50,48,48,48,48,48,48,48,48,48,48,42,45,42,45,42,45,42,48,41,48
Map_2375,412,361,30,21,21,30,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Map_2376,6,176,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_2377,20,171,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_2378,40,246,21,20,20,21,22,22,22,22,22,22,24,24,24,24,16,16,16,16,16,16,16,16,16,16
Map_2379,23,125,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,30,51,30,51,30,24,30,24,30
Map_2380,171,212,10,10,10,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_2381,573,171,97,147,92,407,89,83,89,83,89,83,89,83,89,83,106,83,99,85,99,85,91,83,91,83
Map_2382,418,197,302,226,298,398,97,146,97,146,97,146,138,146,138,146,46,46,46,46,46,46,46,46,46,46
Map_2383,390,173,180,151,180,97,149,122,149,122,149,122,166,122,166,147,75,87,67,87,67,87,87,87,87,87
Map_2384,454,370,37,37,43,46,37,37,37,37,37,37,37,37,37,37,37,37,37,36,37,36,37,37,37,37
Map_2385,272,426,36,38,25,54,25,30,25,30,25,30,25,30,25,30,18,18,20,18,20,18,18,18,18,18
Map_2386,10,182,9,9,9,14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_2387,65,133,23,21,23,23,23,21,23,21,23,21,21,21,21,21,27,27,27,27,27,27,29,29,29,29
Map_2388,446,187,18,18,18,38,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_2389,625,338,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_2390,310,485,117,117,117,178,117,108,117,108,117,108,117,108,146,108,133,61,133,61,183,61,133,61,117,61
Map_2391,176,199,104,67,69,88,70,70,70,70,70,70,76,76,76,76,30,34,30,30,30,30,30,34,30,34
Map_2392,137,228,28,28,28,66,50,28,50,28,50,28,50,28,50,28,50,28,63,28,63,28,50,28,50,28
Map_2393,43,90,13,13,13,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_2394,161,265,135,135,151,151,47,47,48,47,48,47,47,47,47,47,50,47,50,47,50,47,50,47,48,47
Map_2395,7,173,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_2396,533,506,160,160,175,100,58,58,58,58,58,58,58,58,58,58,50,56,53,56,53,56,45,56,45,56
Map_2397,619,208,33,28,37,202,27,28,27,28,27,28,27,28,27,28,27,27,27,27,27,27,27,27,27,27
Map_2398,547,383,40,40,40,40,40,40,40,40,40,40,40,40,40,40,160,40,164,40,164,40,159,40,138,40
Map_2399,632,420,28,28,28,32,28,28,28,28,28,28,28,28,28,28,33,28,33,28,33,28,33,28,33,28
Map_2400,313,91,12,12,12,14,12,8,12,8,12,8,12,8,12,8,8,8,8,8,8,8,8,8,8,8
Map_2401,11,479,11,11,11,13,11,11,11,11,11,11,11,11,11,11,13,11,13,11,13,11,13,11,13,11
Map_2402,399,569,56,66,56,84,32,32,32,32,32,32,32,32,32,32,37,37,37,37,37,37,37,37,37,37
Map_2403,9,26,8,8,14,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_2404,587,469,90,267,395,194,37,143,37,143,37,143,37,265,37,265,37,90,37,116,37,116,37,90,37,90
Map_2405,523,132,57,41,54,65,53,53,53,53,53,53,41,40,41,40,60,29,51,29,51,29,60,40,65,40
Map_2406,30,159,19,19,19,20,19,19,19,19,19,19,19,19,19,19,21,19,21,19,21,19,21,19,21,19
Map_2407,400,287,27,27,27,38,31,27,31,27,31,27,31,27,31,27,32,27,54,27,54,27,31,27,31,27
Map_2408,579,434,57,62,57,38,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22
Map_2409,496,251,200,96,35,76,33,32,33,32,33,32,32,32,32,32,33,32,33,34,33,34,33,32,33,32
Map_2410,277,215,90,123,125,157,60,64,60,64,60,64,60,64,60,64,45,64,45,64,45,64,45,64,45,64
Map_2411,489,101,53,45,24,247,25,45,25,45,25,45,24,45,24,45,26,24,26,24,26,24,25,24,25,24
Map_2412,58,458,18,14,14,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_2413,87,241,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
Map_2414,601,365,188,188,188,38,38,38,38,38,38,38,38,38,38,38,42,38,42,38,42,60,42,38,41,38
Map_2415,530,190,15,15,15,15,14,15,14,15,14,15,14,15,14,15,14,14,15,14,15,14,14,14,14,14
Map_2416,223,471,26,26,35,29,26,26,26,26,26,26,26,26,26,26,38,26,38,26,38,26,26,26,26,26
Map_2417,264,102,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Map_2418,577,397,29,29,140,29,28,28,28,28,28,28,28,28,28,28,30,28,30,28,30,28,30,28,28,28
Map_2419,626,151,23,23,23,23,23,27,23,27,23,27,23,27,23,27,23,23,23,23,23,23,23,23,23,23
Map_2420,10,204,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9
Map_2421,190,93,52,94,94,42,42,42,42,42,42,42,42,42,42,42,12,12,12,12,12,12,12,12,12,12
Map_2422,628,248,94,83,94,251,106,107,106,107,106,107,106,109,106,109,87,98,88,98,88,92,87,98,87,98
Map_2423,16,452,18,16,18,18,16,16,16,16,16,16,16,16,16,16,17,16,17,16,17,16,16,16,16,16
Map_2424,609,197,21,21,19,24,18,18,18,18,18,18,18,18,18,18,18,18,20,17,20,17,18,18,18,18
Map_2425,531,124,22,22,22,26,22,30,22,30,22,30,22,30,22,30,22,29,22,29,22,29,22,29,22,29
Map_2426,640,313,554,380,579,419,152,128,152,128,152,128,151,128,155,128,93,93,93,89,93,89,93,93,93,93
Map_2427,588,339,58,58,58,176,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
Map_2428,600,541,66,66,586,378,59,60,77,60,77,60,59,60,59,60,50,38,50,38,50,38,50,38,50,38
Map_2429,154,225,53,18,18,81,18,18,18,18,18,18,18,18,18,18,18,18,40,18,40,18,18,18,18,18
Map_2430,8,155,8,8,8,19,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_2431,34,153,53,53,53,112,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Map_2432,11,415,12,12,11,13,11,10,11,10,11,10,10,10,10,10,11,10,11,10,11,10,11,10,11,10
